0.759,0.759,1.329
2.268,2.268,5.157
3.936,3.936,8.375
5.434,5.434,11.506
6.953,9.165,14.674
8.514,12.969,17.701
10.024,16.076,21.291
11.562,18.574,24.547
13.082,20.967,27.825
14.623,23.372,31.065
