44.597,74.857,63.685
38.147,73.177,61.739
37.267,68.328,62.494
38.192,63.673,63.041
33.614,55.534,60.757
36.546,59.518,64.569
39.876,59.969,73.168
40.365,61.364,73.48
38.737,56.626,71.085
36.218,49.495,66.282
